Menlo Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.menlovc.com,"Big Data, Analytics, Developer Tools, Enterprise, Productivity, Software, BioTech, Healthcare, Life, Science, Medical, Device, Artificial Intelligence, Machine Learning, AI, ML, B2B, CRM, Sales, Computer, Cybersecurity, SaaS, InsurTech, Pharmaceuticals, CloudTech, CMS, Legal Tech, Professional Services, Marketing, MarTech, Cryptocurrency, Blockchain, E-Commerce, FinTech, Network Security, HR Tech, Hardware, Entertainment, Media, Telecommunications, TMT, Creator Economy, Meeting Software, Wearables, Quantified Self, Mobile, Information Technology, Consumer, Risk Management, Robotics, Supply Chain, Tech, Construction, PropTech, Logistics, Transportation, E-Sports, Gaming, Privacy, RetailTech, Advertising, AdTech, Market Research, Food and Beverage, RestaurantTech, Fashion, Health & Wellness, Parenting, PaaS, Beauty, EdTech, AgTech, FarmTech, Marketplace, IoT, Internet of Things, Collaboration, Quality Assurance, Simulation"
Mercato Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.mercatopartners.com,"Advertising, AdTech, Marketing, MarTech, SaaS, Telecommunications, TMT"
Merida Capital Holdings,Venture Fund,"Series BSeries C,Series D",www.meridacap.com,"Software, Mobile, SaaS, Consumer, FinTech"
Meridian Street Capital,Venture Fund,"SeedSeries A,Series B","http://www.meridianstreetca
pital.com/","Healthcare, Manufacturing, SaaS"
Meritech Capital Partners,Venture Fund,"Series BSeries C,Series D",www.meritechcapital.com,"CMS, Legal Tech, Productivity, SaaS, Big Data, Analytics, Enterprise, HR Tech, Information Technology, Software, CloudTech, Cybersecurity"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Meron Capital,Venture Fund,"SeedSeries A,Series B",http://meron.co,"FinTech, PropTech"
Merus Capital,Venture Fund,"Pre-SeedSeed,Series A",www.meruscap.com,"Healthcare, HR Tech, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, BioTech, Information Technology, Developer Tools"
MetaProp,Venture Fund,"Pre-SeedSeed,Series A",www.metaprop.vc,"Construction, Tech, PropTech"
MFV Partners,Venture Fund,"SeedSeries A,Series B",http://www.mfvpartners.com,"Artificial Intelligence, Machine Learning, AI, ML, Advanced Materials, Software"
MGV Capital Group,Venture Fund,"Pre-SeedSeed,Series A",www.mgvcapitalgroup.com,"Software, Mobile, SaaS, Consumer, FinTech"
MHS Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.mhscapital.com,"B2B, Computer, Marketing, MarTech, Software, Big Data, Analytics, Market Research, Enterprise, Mobile, Productivity, HR Tech, Artificial Intelligence, Machine Learning, AI, ML, EdTech, E-Commerce, Entertainment, Media, Marketplace, PropTech, SaaS, Sales"
mHUB,Accelerator,"Pre-SeedSeed,Series A",www.mhubchicago.com,"Software, Mobile, SaaS, Consumer, FinTech"
Microsoft for Startups,Corporate VC,"SeedSeries A,Series B","https://startups.microsoft.co
m","FinTech, Marketplace, PropTech, Big Data, Analytics, CloudTech, Developer Tools, Information Technology, Mobile, Software"
MicroVentures,Venture Fund,"SeedSeries A,Series B","http://www.microventures.co
m","Cryptocurrency, Blockchain, Sports, Hardware, Advanced Materials, Software, Construction, Tech, ClimateTech, CleanTech, Artificial Intelligence, Machine Learning, AI, ML"
Mighty Capital,Venture Fund,"Pre-SeedSeed,Series A",www.mighty.capital,"Software, Mobile, SaaS, Consumer, FinTech"
MiLA Capital,Accelerator,Seed,www.mila.vc,"Manufacturing, ClimateTech, CleanTech, IoT, Internet of Things, Life Science, Robotics, Telecommunications, TMT"
MiLA Capital (Make in LA),Accelerator,Pre-SeedSeed,http://www.mila.vc,"ClimateTech, CleanTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
"Milano Investment Partners
SGR",Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://milanoinvestment.com
/","BioTech, Fashion, Manufacturing, Transportation, CloudTech, Information Technology, Software, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, SpaceTech, Robotics, GovTech, Telecommunications, TMT"
Milkbox Partners,Venture Fund,"Pre-SeedSeed,Series A",www.milkboxpartners.com,"Software, Mobile, SaaS, Consumer, FinTech"
"Millennium Technology Value
Partners",Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.mtvlp.com,"Big Data, Analytics, BioTech, Food and Beverage, Supply Chain, Tech, Artificial Intelligence, Machine Learning, AI, ML, Transportation, Software"
Milliways Ventures,Venture Fund,SeedSeries A,"http://www.milliwaysventure
s.com","Artificial Intelligence, Machine Learning, AI, ML, FinTech, Software"
Mindrock Capital,Family Office,"Series BSeries C,Series D",www.mindrock.vc,"Software, Mobile, SaaS, Consumer, FinTech"
Mindset Ventures,Venture Fund,"SeedSeries A,Series B",http://www.mindset.ventures,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, Software, AgTech, FarmTech, Industrials, IoT, Internet of Things, E-Sports, Gaming, Creator Economy, B2B, SaaS, FinTech, PropTech"
Miramar Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.miramarvp.com,"Software, Mobile, SaaS, Consumer, FinTech"
Mission Bay Capital,Venture Fund,"Pre-SeedSeed,Series A",www.missionbaycapital.com,"Healthcare, Nanotechnology"
Mission BioCapital,Venture Fund,"Pre-SeedSeed,Series A",www.missionbiocapital.com,"Healthcare, Nanotechnology, BioTech"
MissionOG,Venture Fund,"Pre-SeedSeed,Series A",www.MissionOG.com,"FinTech, E-Commerce, B2B, Professional Services, Risk Management, SaaS, Software"
Mithril Capital Management,Venture Fund,"Series BSeries C,Series DSeed",www.mithril.com,"B2B, Enterprise, FinTech, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Advanced Materials, Software, Healthcare, Robotics, Events, Marketing, MarTech, Mobile, SaaS, SpaceTech, Energy, ClimateTech, CleanTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
MizMaa Ventures,Venture Fund,"SeedSeries A,Series B",http://www.mizmaa.com,"Developer Tools, Information Technology, Software"
MMC Ventures,Venture Fund,"SeedSeries A,Series B",http://www.mmc.vc,"Big Data, Analytics, Computer, Enterprise, Artificial Intelligence, Machine Learning, AI, ML, Software, Marketing, MarTech, Collaboration"
Moai Capital,Venture Fund,"Pre-SeedSeed,Series A",www.moai.vc,"Software, Mobile, SaaS, Consumer, FinTech"
Modern Venture Partners,Venture Fund,"Pre-SeedSeries C,Seed",https://mvp-vc.com/,"Creator Economy, FinTech, Artificial Intelligence, Machine Learning, AI, ML, CloudTech, Cybersecurity, Delivery, Food and Beverage, Beauty, Software, Robotics"
Moderne Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.moderneventures.com,"Artificial Intelligence, Machine Learning, AI, ML, Sales, Marketing, MarTech, Mobile, Software, Big Data, Analytics, Enterprise, PropTech, Virtual Reality, AR/VR, FinTech, Customer Service, IoT, Internet of Things, Consumer, Information Technology, E-Commerce, Marketplace, PaaS, Network Security, B2B, B2C, Delivery, SaaS"
Mohr Davidow Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.mdv.com,"E-Commerce, FinTech, Big Data, Analytics, Developer Tools, Information Technology, Software, CloudTech, SaaS"
Molten Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.moltenventures.
com","CloudTech, CMS, Enterprise, Information Technology, CRM, SaaS, Software"
Moment Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.momentventures.com,"Software, Infrastructure, Hardware, Healthcare, Information Technology, SaaS, SpaceTech, Enterprise, B2B, Consumer, E-Commerce, Food and Beverage, Logistics, Marketplace, RetailTech"
Momenta Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://www.momenta.one,"Artificial Intelligence, Machine Learning, AI, ML, IoT, Internet of Things, Oil & Gas, Big Data, Analytics, SaaS, Software"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Momentum 6,Venture Fund,"Pre-SeedSeed,Series A",www.momentum6.com,"Software, Mobile, SaaS, Consumer, FinTech"
Monashees,Venture Fund,"SeedSeries A,Series B","http://www.monashees.com.
br","EdTech, Information Technology, Professional Services, Creator Economy, Meeting Software, E-Commerce, FinTech, CRM, Marketing, MarTech, SaaS, Sales, Software"
Moneta Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.moneta.vc,"EdTech, FinTech, Healthcare, HR Tech, Mobile, SaaS"
Monitor Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.monitorventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
Monochrome Capital,Venture Fund,"SeedSeries A,Series B",http://www.monochrome.vc/,"Artificial Intelligence, Machine Learning, AI, ML, FinTech, Big Data, Analytics, CloudTech, Construction, Tech, Cryptocurrency, Blockchain, Cybersecurity, E-Commerce, Entertainment, Media, Infrastructure, IoT, Internet of Things, Legal Tech, Marketing, MarTech, Micro-Mobility, Mobile, RestaurantTech, Ridesharing, Robotics, SaaS, SpaceTech, Supply Chain, Telecommunications, TMT"
Monogram Capital Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B","http://monogramcapital.com
/","Food and Beverage, Consumer, RetailTech"
Monozukuri Ventures,Venture Fund,"SeedSeries A,Series B",https://www.monozukuri.vc/,"Advanced Materials, Industrials, Manufacturing"
Monta Vista Capital,Venture Fund,"Pre-SeedSeed,Series A",www.montavc.com,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, CloudTech, Cybersecurity, Infrastructure, IoT, Internet of Things, SaaS, Supply Chain, Tech, Telecommunications, TMT"
Montage Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.montageventures.com,"FinTech, InsurTech, Consumer, Outdoors, Healthcare, Beauty, PropTech, Customer Service, Information Technology, Artificial Intelligence, Machine Learning, AI, ML, Computer, RetailTech, Software, Construction, Tech, IoT, Internet of Things, Sports"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Moonshots Capital,Venture Fund,"SeedSeries A,Series B","http://www.moonshotscapita
l.com/","Virtual Reality, AR/VR"
Moore Venture Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.moorevp.com,"Healthcare, Life Science, SaaS"
Morado Ventures,Venture Fund,"SeedSeries A,Series B","http://www.moradoventures.
com","InsurTech, Ridesharing, Enterprise, FinTech, Logistics, Marketplace, Mobile, Software, RestaurantTech, Robotics, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, Health & Wellness"
MoreVC,Venture Fund,"SeedSeries A,Series B",http://www.morevc.com,"B2B, Logistics, Marketplace, SaaS, Supply Chain, Tech, Transportation"
Morgan Noble,Venture Fund,Series C,"http://www.morgannoble.co
m","Healthcare, Health & Wellness"
"Morgan Stanley Investment
Management",Venture Fund,"Pre-SeedSeed,Series A",www.morganstanley.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Logistics, Productivity, Risk Management, Supply Chain, Tech, AgTech, FarmTech, BioTech, Manufacturing, Food, Beverage"
Morgenthaler Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.morgenthaler.com,"Advertising, AdTech, Travel, Transportation"
Morningside Group,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.morningside.co
m","BioTech, Healthcare, Consumer, Hardware, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Food and Beverage, FinTech, Professional Services, Insur, Tech, Apps"
"Morningside Venture
Investments",Venture Fund,Series ASeries B,"http://www.morningside.co
m/","HR Tech, Marketplace, Software, EdTech"
Morpheus Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.morpheus.com,"FinTech, Software, Artificial Intelligence, Machine Learning, AI, ML"
Mosaik Partners,Venture Fund,"Pre-SeedSeed,Series A",www.mosaikpartners.com,"FinTech, Cybersecurity, E-Commerce, InsurTech, Prop, Tech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Mosley Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.mosleyventures.com,"Artificial Intelligence, Machine Learning, AI, ML, Parenting, Software, Big Data, Analytics, Network Security, Healthcare, InsurTech"
Mount Wilson Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.mountwilson.vc,"Software, Mobile, SaaS, Consumer, FinTech"
Mouro Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.mourocapital.co
m/","Cybersecurity, Privacy, Software"
Moving Capital,Angel Network,"SeedSeries A,Series B","http://www.movingcapital.co
m","Food and Beverage, EdTech, HR Tech, Entertainment, Media, Software, FemTech, Healthcare, Health & Wellness, FinTech, Hospitality, Mobile, Hardware, Manufacturing, Robotics, Transportation, Artificial Intelligence, Machine Learning, AI, ML, Marketplace, IoT, Internet of Things, Consumer"
MS&AD Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.msad.vc,"FinTech, HR Tech, InsurTech, Software, Cybersecurity, Privacy, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Risk Management, Big Data, Analytics, IoT, Internet of Things, Logistics, SaaS, Enterprise, Network Security, Computer"
MSD Capital,Family Office,"SeedSeries A,Series B",http://www.msdcapital.com,"Big Data, Analytics, CloudTech, Cybersecurity, Information Technology, SaaS, Creator Economy"
MSD Partners,Venture Fund,"Series ASeries B,Series C","https://www.msdpartners.co
m","Information Technology, Creator Economy"
MTech Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.mtechcapital.co
m/","Artificial Intelligence, Machine Learning, AI, ML, InsurTech, Software, Big Data, Analytics, Enterprise, Logistics"
Mubadala Capital Ventures,Corporate VC,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.mubadala.com,"E-Commerce, Fashion, RetailTech, Entertainment, Media, CloudTech, Big Data, Analytics, Software, FinTech, Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, AgTech, FarmTech, InsurTech, Marketplace"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Mucker Capital,Accelerator,"SeedSeries A,Series B",https://www.mucker.com/,"FinTech, Developer Tools, Computer, Information Technology, SaaS, Software, Energy, Enterprise, Artificial Intelligence, Machine Learning, AI, ML, ClimateTech, CleanTech, E-Commerce, PropTech, RetailTech, Mobile, Supply Chain, Tech, Marketplace, HR Tech, AgTech, FarmTech, Hospitality, Travel"
Munich Re Ventures,Corporate VC,"SeedSeries A,Series B","http://munichreventures.co
m/","Software, Manufacturing, IoT, Internet of Things, PropTech, InsurTech, Big Data, Analytics, Information Technology, Logistics, Mobile, FinTech, Apps"
Muse Capital,Venture Fund,"SeedSeries A,Series B",https://www.musecapital.vc,"B2B, Marketplace, SaaS, EdTech, Software, Beauty, Fashion, Consumer"
MVM Life Science Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://mvm.com,"Big Data, Analytics, BioTech, Healthcare, Wearables, Quantified Self, Enterprise, Pharmaceuticals"
N49P,Venture Fund,"SeedSeries A,Series B",https://www.n49p.com,E-Commerce
Naples Technology Ventures,Venture Fund,"SeedSeries A,Series B","http://naplestechnologyvent
ures.com/","FinTech, Mobile, Software"
Narya Capital,Venture Fund,"SeedSeries A,Series BSeries C",https://www.naryavc.com/,"BioTech, Healthcare, Life Science, Health & Wellness, Consumer, InsurTech, Information, Technology, Medical, Device"
NASA,Venture Fund,"Pre-SeedSeed,Series A",www.nasa.gov,"Hardware, Advanced Materials, Robotics, Software, AgTech, FarmTech, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Life Science, Big Data, Analytics"
Navitas Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.navitascap.com,"Big Data, Analytics, PropTech, Construction, Tech, Consumer Goods"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Neotribe Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.neotribe.vc,"Software, Mobile, SaaS, Consumer, FinTech"
NetApp,Venture Fund,Seed,http://netapp.com,"CloudTech, Big Data, Analytics, Software"
NETWORK VC,Angel Network,"Pre-SeedSeed,Series A",www.network.vc,"Advertising, AdTech, AudioTech, Consumer, Customer Service, Marketing, MarTech, Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Entertainment, Media, Software, E-Sports, Gaming, Virtual Reality, AR/VR"
New Age Capital,Venture Fund,"SeedSeries A,Series B",http://www.newage.vc/,"E-Commerce, Healthcare, FinTech, Pharmaceuticals, PoS, Point of Sale"
New Age Ventures,Angel Network,"Pre-SeedSeed,Series A",www.newageventures.net,"Health & Wellness, Healthcare"
New Crop Capital,Venture Fund,"SeedSeries A,Series B","http://www.newcropcapital.c
om/","Food and Beverage, ClimateTech, CleanTech"
New Enterprise Associates,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.nea.com,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, ClimateTech, CleanTech, Healthcare, E-Commerce, Infrastructure, IoT, Internet of Things, Life Science, Manufacturing, SaaS, Telecommunications, TMT"
New Era Capital Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://www.neweracp.com/,"BioTech, Healthcare, Information Technology, Life Science"
New Form Capital,Venture Fund,"Pre-SeedSeed,Series A",www.newformcap.com,"Cryptocurrency, Blockchain, FinTech"
New Ground Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.newground.vc,"Software, Mobile, SaaS, Consumer, FinTech"
New Markets Venture Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.newmarketsvp.com,"EdTech, Enterprise, SaaS, FinTech, Entertainment, Media, Information Technology, Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, HR Tech, Software"
